object-id,filename,original_filename,report_type,report_number,title,authors,authors_affiliation,contributors,contributors_affiliation,publisher,funder,date,abstract,species,places,concepts,source,language,rights,rightsstatement,format,type
ferl-tr-2003-5,ferl-tr-2003-5.pdf,2003-05-CK-fishways-and-transition-pools-1996.pdf,Technical Report,2003-5,"Adult Spring And Summer Chinook Salmon Passage Through Fishways And Transition Pools At Bonneville, Mcnary, Ice Harbor, And Lower Granite Dams, 1996","Keefer, M.L.; Bjornn, T.C.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2003,"Evaluation of fishway entrances used, and passage through the fishways by Chinook salmon Oncorhynchus tshawytscha and steelhead O. mykiss at dams in the lower Columbia and Snake rivers was an objective of the adult salmon and steelhead passage project. In 1996, we monitored passage through the fishways by outfitting Chinook salmon with radio transmitters and installing full antenna/receiver coverage at Bonneville, McNary, Ice Harbor, and Lower Granite dams. Critical parameters studied were times for a fish to first approach the dam and first enter a fishway, total time to pass over the dam, which entrances were approached, where fish entered and exited the fishways, and their passage through transition pools and over the dams.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; counting windows; transition pools,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2003-04,ferl-tr-2003-04.pdf,2003-04-Shad-effects-at-The-Dalles-2002.pdf,Technical Report,2003-04,Effects Of The Shad Fishery On Passage Of Adult Chinook Salmon Through The Oregon-Shore Fishway Ladder At The Dalles Dam – 2002,"Jepson, M.A.; Williams, C.L.; Peery, C.A.",Idaho Cooperative Fish and Wildlife Research Unit,"Moser, M.L.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2003,"A fishery for American shad Alosa sapidissima at the exit of the Oregon-shore ladder at The Dalles Dam in the spring of 2002 had the potential to disrupt passage of adult Chinook salmon Oncorhynchus tshawytscha through the ladder. We evaluated the effects of the shad fishery on passage by monitoring Chinook salmon with radio transmitters as they passed through the Oregon-shore fishway. Passage times for 33 radio-tagged Chinook salmon that exited the ladder during the period the shad fishery were compared to passage times for 60 radio-tagged Chinook salmon that passed the dam prior to the shad fishery. We found that median time for Chinook salmon to pass through and exit the ladder before the shad fishery was significantly shorter than the median passage time observed during the shad fishery. However, the median time for Chinook salmon to pass on fishery days when the trapnet was deployed was not significantly different from the median time observed on fishery days when the trapnet was not deployed. Similarly, the effect of the fishery on passage rates was confounded with cooler mean daily water temperatures observed in the forebay of the dam during the fishery.","American shad, Alosa sapidissima; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; The Dalles Dam,salmonids; clupeids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fisheries effects,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2003-2,ferl-tr-2003-2.pdf,2003-02-Snake-River-Tempeature-Report.pdf,Technical Report,2003-2,Water Temperatures And Passage Of Adult Salmon And Steelhead In The Lower Snake River,"Peery, C.A.; Bjornn, T.C.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Walla Walla District",2003,"We used recently collected and historic data to evaluate effects of water temperatures on passage of adult salmon and steelhead in the lower Snake River, especially in relation to temperature exposures in fishways. Similar to the findings of others, we found little evidence that water temperatures have increased over time at the mouth of the Snake River (downstream from Ice Harbor Dam) but temperatures in the forebay of Ice Harbor Dam have trended upwards in the fall (September and October) since 1962. The latter trend can be explained at least in part by an increase in air temperatures during August and September in the region since 1948.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Snake River; Ice Harbor Dam; Lower Granite Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; stream temperature; fishways; tailraces; forebays; passage behavior,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2003-1,ferl-tr-2003-1.pdf,2003-01-CK-FC-SK-SH-passage-in-relation-to-fishway-temperatures-John-Day-1997-1998.pdf,Technical Report,2003-1,Passage Of Radio-Tagged Adult Salmon And Steelhead At John Day Dam With Emphasis On Fishway Temperatures: 1997-1998,"Keefer, M.L.; Peery, C.A.",Idaho Cooperative Fish and Wildlife Research Unit,"Burke, B.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2003,"To better understand the effects of elevated fishway temperatures at John Day Dam on passage of adult salmonids, we examined and compared behavior of radio-tagged adult Chinook salmon, sockeye salmon and steelhead at both John Day and The Dalles dams in 1997 and 1998. We calculated passage times through tailraces, fishways, transition pools and ladders and overall dam passage times, as well as the proportions of each run that exited fishways into tailrace areas and fishway exit rates.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",John Day Dam; The Dalles Dam; Columbia River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; stream temperature; fishways; tailraces; transition pools; passage behavior; exit rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2002-2,ferl-tr-2002-2.pdf,2002-02-SH-general-migration-1996.pdf,Technical Report,2002-2,"Migration Of Adult Steelhead Past Columbia And Snake River Dams, Through Reservoirs And Distribution Into Tributaries, 1996","Keefer, M.L.; Bjornn, T.C.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.; Keniry, P.J.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2002,"We captured 770 steelhead Oncorhynchus mykiss in the adult trapping facility at Bonneville Dam in 1996, released them with radio transmitters, and studied their passage past dams, through reservoirs and into tributaries. Radio receivers were set up at Columbia and Snake River dams and at the mouths of major tributaries to monitor movements of steelhead. Recaptures of steelhead at hatcheries, weirs and traps, and data from mobile tracking were used to complete the migration history.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Ice Harbor Dam; John Day Dam; Columbia River; Snake River; Bonneville Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; transition pools; passage behavior,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2001-3,ferl-tr-2001-3.pdf,2001-03-CK-SH-Fallback-vs-Spill-Bonneville-2000.pdf,Technical Report,2001-3,Adult Chinook Salmon And Steelhead Fallbacks Versus Spill At Bonneville Dam In 2000,"Bjornn, T.C.; Peery, C.A.; Jepson, M.A.; Tolotti, K.R.; Ringe, R.R.; Lee, S.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.; Matter, A.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2001,"A randomized block test was conducted to evaluate effects of high and low spill on fallback rates of adult salmon and steelhead at Bonneville Dam in 2000. Periods of low spill (50-75 kcfs) were alternated with periods of high spill (80-145 kcfs) during which the proportion of Chinook salmon and steelhead that fell back were compared. Overall, 1,624 Chinook salmon and steelhead passed through the two fishways, of which 180 fish (11.1%) fell back at Bonneville Dam, and of those, 1,449 fish and 168 fall backs were used in the analysis. Percent fallback for salmon and steelhead that passed through both fishways averaged 9.5% (+ 2.45%) during the low-spill treatment and 13.5% (+ 3.7%) during the high-spill treatment. When fallbacks that occurred more than 24 h after fish first exited fishways and those fallbacks from fish that moved upstream at least as far at Cascade Locks, Oregon (2.5 km) before falling back were removed from analysis, percent fallback averaged 6.2% (+ 2.1%) during the low-spill treatment and 9.3% (+ 2.5%) during the high-spill treatment. Fish that passed the dam using the Bradford Island fishway averaged percent fallback of 14.9% (+ 3.9%) during the low-spill treatment and 20.6% (+ 4.9%) during high spill. When fallbacks from the Bradford Island fishway that occurred more than 24 h after fish first exited fishways and those fallbacks from fish that moved upstream before falling back were removed from analysis, percent fallback averaged 10.2% (+ 2.9%) during the low-spill treatment and 15.8% (+ 3.6%) during high spill, the only comparison with a significant difference in percent fallback between high and low-spill treatments. Percent of fish that fell back were not significantly related to spill in regression analysis, which contrasts with results of our analysis of fallback at Bonneville Dam from previous years. It appears that a component of the fallback that occurs at Bonneville Dam each year may be independent of spill level.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Bonneville Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; experimental design; fallback rates; spill levels; passage behavior,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2000-5,ferl-tr-2000-5.pdf,2000-05-CK-general-migration-1996.pdf,Technical Report,2000-5,"Migration Of Adult Spring And Summer Chinook Salmon Past Columbia And Snake River Dams, Through Reservoirs And Distribution Into Tributaries, 1996","Bjornn, T.C.;Keefer, M.L.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.; Keniry, P.J.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2000,"We captured 853 spring and summer Chinook salmon Oncorhynchus tshawytscha in the adult trapping facility at Bonneville Dam in 1996, released them with radio transmitters, and studied their passage past dams, through reservoirs and into tributaries. Radio receivers were set up at Columbia and Snake river dams and at the mouths of major tributaries to monitor movements of salmon. Recaptures of salmon at hatcheries, weirs and traps, and data from mobile tracking were used to complete the migration history.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Ice Harbor Dam; John Day Dam; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; transition pools; passage behavior,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2000-3,ferl-tr-2000-3.pdf,2000-03-John-Day-fallback-1996-1998.pdf,Technical Report,2000-3,"Adult Chinook And Sockeye Salmon, And Steelhead Fallback Rates At John Day Dam - 1996, 1997, And 1998","Bjornn, T.C.; Keefer, M.L.; Peery, C.A.; Tolotti, K.R.; Jepson, M.A.; Ringe, R.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2000,"We outfitted 853 spring and summer Chinook salmon Onchorhynchus tshawytscha with radio transmitters at Bonneville Dam in 1996, 1,016 in 1997, and 957 in 1998. We outfitted 577 sockeye salmon O. nerka in 1997, 770 steelhead O. mykiss in 1996, 975 steelhead in 1997, and 1,032 fall Chinook salmon in 1998. Of these, 1,564 spring and summer Chinook salmon, 410 fall Chinook salmon, 430 sockeye salmon, and 1,024 steelhead retained transmitters and were recorded passing John Day Dam via fishways. An additional 19 to 45 spring and summer Chinook salmon, 71 fall Chinook salmon, 38 sockeye salmon, and 17 to 23 steelhead were known to pass the dam, either via the navigation lock, during fishway antenna outages, or with malfunctioning or lost transmitters. We monitored passage and fallbacks at John Day Dam using antennas/receivers in the tailrace and fishways in all years and supplemented that data with recapture records, telemetry records from receivers at upriver dams and the mouths of tributaries, and locations of fish by mobile trackers.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Snake River; Ice Harbor Dam; John Day Dam; Columbia River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2000-2,ferl-tr-2000-2.pdf,2000-02-The-Dalles-fallback-1996-1998.pdf,Technical Report,2000-2,"Adult Chinook And Sockeye Salmon, And Steelhead Fallback Rates At The Dalles Dam - 1996, 1997, And 1998","Bjornn, T.C.; Keefer, M.L.; Peery, C.A.; Jepson, M.A.; Tolotti, K.R.; Ringe, R.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2000,"We outfitted 853 spring and summer Chinook salmon Onchorhynchus tshawytscha with radio transmitters at Bonneville Dam in 1996, 1,016 in 1997, and 957 in 1998. We outfitted 577 sockeye salmon O. nerka in 1997, 770 steelhead O. mykiss in 1996, 975 steelhead in 1997, and 1,032 fall Chinook salmon in 1998. Of these, 1,894 spring and summer Chinook salmon, 616 fall Chinook salmon, 485 sockeye salmon, and 1,219 steelhead retained transmitters and were recorded passing The Dalles Dam via fishways. An additional 1% to 3% were known to pass the dam, either via the navigation lock or during antenna outages. We monitored passage and fallbacks at The Dalles Dam using antennas/receivers in the tailrace and fishways in all years and supplemented that data with recapture records, telemetry records from receivers at upriver dams and the mouths of tributaries, and locations of fish by mobile trackers.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Bonneville Dam; The Dalles Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2000-1,ferl-tr-2000-1.pdf,2000-01-Bonneville-Fallback-1996-1998.pdf,Technical Report,2000-1,"Adult Chinook And Sockeye Salmon, And Steelhead Fallback Rates At Bonneville Dam, - 1996-1998","Bjornn, T.C.; Keefer, M.L.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2000,"Starting in 1996, we outfitted large numbers of adult spring and summer Chinook salmon Onchorhynchus tshawytscha, sockeye salmon O. nerka, and steelhead O. mykiss with radio transmitters at Bonneville Dam to monitor their passage at the dam s in the Columbia and Snake rivers and survival to natal streams. In this report, we present information on the percentage of salmon and steelhead that fell back at Bonneville Dam, fallback rates (includes multiple fallbacks by individual fish), relations to environmental variables, survival of fish that fell back, and bias in escapement estimates based on counts of fish at the dams. I n the three years 1996, 1997, and 1998 we outfitted 2,825 spring and summer Chinook salmon with transmitters, 577 sockeye salmon in 1997, 1,745 steelhead with transmitters in 1996 and 1997, and 1,032 fall Chinook salmon in 1998. Of these, 3,605 Chinook salmon, 562 sockeye salmon, and 1,640 steelhead passed the dam after they were released 10 km downstream from the dam. We monitored passage and fallbacks at the dam using antennas and receivers in the tailrace, fishways, and forebay in all years, and supplemented that data with recapture records, teleme try records from receivers at upriver dams and the mouths of tributaries, and locations of fish found by tracking with antennas on truck or boats.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Bonneville Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-99-6,ferl-tr-99-6.pdf,1999-06-John-Day-turbine-evaluation-on-CK-SH-1997.pdf,Technical Report,99-6,Evaluation Of Running Turbine 1 At Maximum Capacity On Passage Of Adult Salmon And Steelhead At John Day Dam - 1997,"Bjornn, T.C.; Peery, C.A.; Tolotti, K.R.; Jepson, M.A.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration",1999,"Passage rates and routes of adult Chinook and sockeye salmon and steelhead with radio transmitters were monitored at John Day Dam in 1997 with turbine 1 (south end of powerhouse) operated at two levels (100 and 150 MW ). A split-block experimental design was used to compare where fish approached and entered fishways, and mean and median times for fish to first approach and enter fishways when turbine 1 was operated at either of the two generation levels . Proportions of salmon and steelhead that approached and entered the south-shore fishway entrance and mean and median times for all three species to first approach and first enter fishways did not vary significantly in relation to turbine 1 operation. We conclude that operating turbine 1 at maximum capacity did not significantly affect passage for salmon and stee lhead at John Day Dam in 1997.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; John Day Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; turbine effects; experimental design,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-99-5,ferl-tr-99-5.pdf,1999-05-John-Day-spill-effects-on-SH-passage-1997.pdf,Technical Report,99-5,"Effects Of Spill In Fall On Passage Of Adult Steelhead At John Day Dam, 1997","Bjornn, T.C.; Peery, C.A.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration",1999,"A study was conducted in 1997 to determine the effects of low levels of daytime spill during the early fall on use of the north-shore fishway by steelhead at John Day Dam. Passage of steelhead with transmitters were monitored at the dam during alternating periods with and without daytime spill at the north end of the spillway. We found no significant difference in the proportion of steelhead that first approached and first entered the north-shore entrance (NSE), or eventually passed the dam using the north-shore fishway on days with and without spill. Likewise, median passage times for steelhead to first approach, first enter, and pass the dam using the north-shore fishway were not significantly different with and without spill. Spill levels used during the study averaged 1.7 kcfs, or about 1% of river flow on days with spill, and were insufficient to counter the outflow from the powerhouse near the south shore.","Steelhead, Oncorhynchus mykiss",Columbia River; John Day Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; spill levels; experimental design; vertical-slot weirs,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-99-4,ferl-tr-99-4.pdf,1999-04-John-Day-Shad-effects-on-chinook-psssage-1996.pdf,Technical Report,99-4,Effects Of A Shad Fishery On Passage Of Adult Chinook Salmon Through The Oregon-Shore Fishway Ladder At The Dalles Dam - 1996,"Peery, C.A.; Bjornn, T.C.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration",1999,A fishery for American shad Alosa sapidissima at the exit of the Oregon-shore ladder at The Dalles Dam in the spring of 1996 had the potential to disrupt passage of adult Chinook salmon Oncorhynchus tshawytscha through the ladder. We evaluated the effects of the shad fishery on passage by monitoring Chinook salmon with radio transmitters as they passed through the Oregon-shore fishway. Passage times for 54 radio-tagged Chinook salmon that exited the ladder during the period the shad fishery occurred were compared to passage times for 62 radio-tagged Chinook salmon that passed the dam prior to the shad fishery. We found no differences in median times for Chinook salmon to pass through and exit the ladder before and during the shad fishery using this simple comparison.,"American shad, Alosa sapidissima; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; The Dalles Dam,salmonids; clupeids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fisheries effects,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-99-1,ferl-tr-99-1.pdf,1999-01-Fallback-forebay-Bonneville-1997-1998.pdf,Technical Report,99-1,"Radio Telemetry Assessments Of Migration Patterns And Fallbacks Of Adult Salmon And Steelhead In The Forebay Of Bonneville Dam, 1997-1998","Bjornn, T.C.; Reischel, T.S.; Ringe, R.R.; Tolotii, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; Bonneville Power Administration",1999,"Migration routes of adult spring and summer Chinook Oncorhynchus tshawytscha and sockeye salmon O. nerka, and steelhead O. mykiss were monitored in the forebay of Bonneville Dam in 1997 to obtain information that could be used to reduce fallback of adults at the dam. Adult spring and summer Chinook salmon were also radio-tracked in 1998 as a continuation of the 1997 study. In 1996, we determined in the adult passage studies that significant numbers of Chinook salmon fell back over Bonneville Dam, and that most of the fallbacks were fish that had passed the dam via the Bradford Island fishway. In 1997, 991 adult spring and summer Chinook salmon, 577 sockeye salmon, and 975 steelhead were trapped at Bonneville Dam, outfitted with radio transmitters, and released downstream from the dam. In 1998, adult spring/summer (957 fish) and fall Chinook salmon (1022 fish) were trapped, tagged and released downstream from Bonneville Dam, but only a sample of the spring/summer Chinook salmon were tracked in the forebay. As the fish with transmitters reascended the dam and exited the Bradford Island fishway into the forebay, they were followed by boat to determine their route through the forebay of powerhouse I and on upstream. We were particularly interested in routes that led to fallbacks at the dam. Because of high flows in 1997, there was an extended period of forced spill that lasted into July. During the April-July period, 122 spring/summer Chinook salmon, 110 sockeye salmon, and 10 steelhead in 1997, and 129 adult spring/summer Chinook in 1998 were tracked in the forebay of Bonneville Dam.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Columbia River; Snake River; Bonneville Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-98-5,ferl-tr-98-5.pdf,1998-05-CK-SK-passage-at-Priest Rapids-and-Wanapum-1997.pdf,Technical Report,98-5,Evaluation Of Adult Chinook And Sockeye Salmon Passage At Priest Rapids And Wanapum Dams - 1997,"Peery, C.A.; Bjornn, T.C.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,,,University of Idaho,"Public Utility of Grant County, Ephrata Washington",1998,"Radio-tagged adult spring and summer Chinook salmon Oncorhynchus tshawytscha and sockeye salmon O. nerka were monitored to evaluate passage conditions at Priest Rapids and Wanapum dams, mid-Columbia River, during 1997. Passage conditions were assessed during two treatment conditions: half the powerhouse orifice gates open and all orifice gates closed. Six travel time variables were analyzed using ANOVA analysis and two non-parametric tests. We concluded that closing orifice gates at Priest Rapids and Wanapum dams did not have a significant effect on passage of Chinook and sockeye salmon in 1997. Chinook and sockeye salmon passed through the Hanford Reach section of the Columbia River in 2 to 3 d. Of 217 Chinook salmon that reached Priest Rapids Dam, 199 eventually passed the dam, in 37.6 h, and reached Wanapum Dam. One hundred and ninety Chinook salmon are known to have crossed Wanapum Dam in 20.1 h. Of 440 sockeye salmon that reached Priest Rapids Dam, 427 eventually crossed the dam, in 18.6 h, and reached Wanapum Dam. Four hundred and nine sockeye salmon are known to have crossed Wanapum Dam in 29.7 h. A prototype fishway fence installed inside the west-powerhouse entrance (Lew2) at Priest Rapids Dam was not effective at reducing the number of salmon that exited from the fishway at that point. Salmon were not held up at the fish counting station in the east-shore ladder at Priest Rapids Dam. However, passage times were about three times longer to pass the coded-wire-tag trap near the top of the ladder when the trap was operating as compared to the same section of ladder when the trap was not operating, resulting in median delays 42 min for Chinook salmon and 2.1 h for sockeye salmon. Salmon used the new vertical-slot gate placed at the west-shore fishway entrance (Rew2) as readily as the two other main entrances (Se2 and Se3) at Wanapum Dam. Six (3.0%) Chinook salmon and 16 (3.9%) sockeye salmon fell back at Priest Rapids Dam. Five Chinook salmon and 15 sockeye salmon eventually re-crossed Priest Rapids Dam after an average delay of about 26 h. Eight (4.1%) Chinook salmon and 19 (4.5%) sockeye salmon fell back at Wanapum Dam. Seven Chinook salmon and 12 sockeye salmon eventually re-crossed Wanapum Dam after average delays of about 42 to 48 h.","Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Columbia River; Priest Rapids Dam; Wanapum Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-1996-01,ferl-tr-1996-01.pdf,1996-01-CK-passage-at-Priest Rapids-1996.pdf,Technical Report,1996-01,Evaluation Of Adult Chinook Salmon Passage At Priest Rapids Dam With Orifice Gates Open And Closed,"Bjornn, T.C.; Jepson, M.A.; Peery, C.A.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,,,University of Idaho,"Public Utility District of Grant County
Ephrata, Washington",1996,"Radio-tagged adult spring and summer Chinook salmon were monitored to evaluate passage condition at Priest Rapids Dam, mid-Columbia River, during 1996. Passage times were assessed during two treatment conditions: half the powerhouse orifice gates open and all orifice gates closed. Travel times from first record in the tailrace to first approach at the dam, to first entry into the fishway, first entry to the junction pool, and to pass the dam were not significantly different with respect to orifice gate closure. Of 119 radio-tagged Chinook salmon monitored at Priest Rapids Dam, 115 salmon eventually crossed the dam. Salmon entered the fishway collection channel mainly at the east-shore and west-powerhouse entrances. There were more entries than exits at the east entrance, but more exits than entries at the west-powerhouse openings. Half the radio-tagged Chinook salmon passed Priest Rapids Dam in less than 37.6 h. About one-third of time to pass the dam was associated with movements in and out of the junction pool area. After entering the junction pool for the first time, most (79%) fish returned to the collection channel and then exited and re-entered the fishway an average of 6.5 times before successfully crossing the dam. Six fish fell back over the dam during this study, for a fallback rate of 5.2%. Four fish re-ascended the dam in an average of 9.8 days.","Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Priest Rapids Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; fishways; passage behavior; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
